Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Age,Miles_per_year,Brand_Model
25638,501.0,HONDA,FIT,2014,Hatchback,1,Petrol,1.5,78000,4,Automatic,Front,4,Left wheel,White,4,11,7090.909090909091,HONDA_FIT
12544,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,2.0,559710,4,Automatic,Front,4,Left wheel,Orange,4,10,55971.0,HYUNDAI_Sonata
19933,531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,1.6,134000,4,Automatic,Front,4,Left wheel,White,4,13,10307.692307692309,HYUNDAI_Elantra
12388,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,3.5,189530,6,Automatic,4x4,4,Left wheel,Black,12,15,12635.333333333334,MERCEDES-BENZ_E 350
314,1646.0,LEXUS,GX 460,2015,Jeep,1,Petrol,4.6,102907,8,Automatic,4x4,4,Left wheel,Black,0,10,10290.7,LEXUS_GX 460
20385,639.0,FORD,Fusion,2014,Sedan,1,Petrol,2.0,99000,4,Tiptronic,Front,4,Left wheel,Black,12,11,9000.0,FORD_Fusion
941,1750.0,TOYOTA,Highlander,2008,Sedan,1,Hybrid,3.3,226094,6,Automatic,4x4,4,Left wheel,White,12,17,13299.64705882353,TOYOTA_Highlander
1098,394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,398069,4,Automatic,Front,4,Left wheel,Black,12,11,36188.09090909091,TOYOTA_Camry
470,761.0,TOYOTA,Prius,2010,Jeep,1,Hybrid,1.8,408997,4,Automatic,Front,4,Left wheel,White,12,15,27266.466666666667,TOYOTA_Prius
392,1273.0,TOYOTA,Tacoma,2009,Pickup,1,Petrol,2.7,335291,4,Automatic,Rear,4,Left wheel,White,12,16,20955.6875,TOYOTA_Tacoma
16308,584.0,HYUNDAI,Elantra,2014,Sedan,0,Petrol,1.8,106789,4,Tiptronic,Front,4,Left wheel,Grey,12,11,9708.09090909091,HYUNDAI_Elantra
28532,642.0,HYUNDAI,Tucson,2012,Jeep,1,Diesel,2.0,99748,4,Automatic,Front,4,Left wheel,Grey,4,13,7672.923076923077,HYUNDAI_Tucson
14113,345.0,TOYOTA,Prius C,2016,Hatchback,0,Hybrid,1.5,250000,4,Variator,Front,4,Left wheel,Silver,12,9,27777.777777777777,TOYOTA_Prius C
54847,1017.0,HONDA,Civic,2017,Sedan,1,Petrol,2.0,20565,4,Automatic,Front,4,Left wheel,Silver,4,8,2570.625,HONDA_Civic
784,448.0,HONDA,Insight,2012,Hatchback,1,Hybrid,1.3,321269,4,Automatic,Front,4,Left wheel,Red,0,13,24713.0,HONDA_Insight
627,1172.0,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,3.5,134904,6,Automatic,4x4,4,Left wheel,Grey,12,14,9636.0,MERCEDES-BENZ_E 350
12231,503.0,HONDA,FIT,2012,Sedan,0,Petrol,1.5,126400,4,Automatic,Front,4,Left wheel,Silver,5,13,9723.076923076924,HONDA_FIT
67934,1077.0,HYUNDAI,Tucson,2019,Jeep,1,Diesel,2.0,13940,4,Automatic,Front,4,Left wheel,White,4,6,2323.3333333333335,HYUNDAI_Tucson
32913,585.0,HONDA,Civic,2013,Coupe,1,Petrol,1.8,128905,4,Automatic,Front,4,Left wheel,Black,4,12,10742.083333333334,HONDA_Civic
27284,834.0,TOYOTA,Tacoma,2013,Jeep,1,Petrol,2.7,397915,4,Automatic,Rear,4,Left wheel,White,12,12,33159.583333333336,TOYOTA_Tacoma
18669,862.0,HYUNDAI,H1,2011,Minivan,1,Diesel,2.5,65564,4,Automatic,Front,4,Left wheel,Silver,4,14,4683.142857142857,HYUNDAI_H1
27598,,TOYOTA,Corolla,2015,Sedan,1,Petrol,1.8,79000,4,Tiptronic,Front,4,Left wheel,Blue,8,10,7900.0,TOYOTA_Corolla
16621,645.0,TOYOTA,Prius,2011,Hatchback,1,Hybrid,1.8,222016,4,Automatic,Front,4,Left wheel,Golden,8,14,15858.285714285714,TOYOTA_Prius
15994,1172.0,MERCEDES-BENZ,E 350,2011,Coupe,1,Diesel,3.5,170429,6,Automatic,Rear,2,Left wheel,Silver,12,14,12173.5,MERCEDES-BENZ_E 350
18503,586.0,TOYOTA,Prius,2012,Hatchback,1,Hybrid,1.8,99000,4,Variator,Front,4,Left wheel,Grey,12,13,7615.384615384615,TOYOTA_Prius
40142,1811.0,LEXUS,GX 470,2010,Jeep,1,Petrol,4.6,357246,8,Automatic,4x4,4,Left wheel,Grey,0,15,23816.4,LEXUS_GX 470
23521,,CHEVROLET,Volt,2011,Sedan,1,Plug-in Hybrid,1.4,179200,4,Variator,Front,4,Left wheel,White,8,14,12800.0,CHEVROLET_Volt
7213,915.0,BMW,X5,2014,Jeep,1,Diesel,3.0,0,6,Automatic,4x4,4,Left wheel,Black,0,11,0.0,BMW_X5
16308,779.0,TOYOTA,Camry,2013,Sedan,0,Petrol,2.5,198472,4,Automatic,Front,4,Left wheel,Silver,0,12,16539.333333333332,TOYOTA_Camry
28927,707.0,HYUNDAI,Santa FE,2011,Jeep,1,Diesel,2.0,121581,4,Automatic,Front,4,Left wheel,Grey,4,14,8684.357142857143,HYUNDAI_Santa FE
43062,765.0,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,2.0,143370,4,Automatic,Front,4,Left wheel,White,4,10,14337.0,HYUNDAI_Santa FE
29793,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,3.5,219030,6,Automatic,4x4,4,Left wheel,Black,12,11,19911.81818181818,MERCEDES-BENZ_E 350
11290,1055.0,LEXUS,RX 350,2013,Jeep,1,Petrol,3.5,124723,6,Automatic,Front,4,Left wheel,Grey,12,12,10393.583333333334,LEXUS_RX 350
15681,1528.0,FORD,Transit,2007,Microbus,0,Diesel,2.4,158000,4,Manual,Rear,4,Left wheel,White,2,18,8777.777777777777,FORD_Transit
30734,2151.0,LEXUS,GX 470,2009,Jeep,1,Petrol,4.7,264339,8,Automatic,4x4,4,Left wheel,Black,0,16,16521.1875,LEXUS_GX 470
19757,,MERCEDES-BENZ,E 320,2007,Sedan,1,Diesel,3.0,158000,6,Automatic,Rear,4,Left wheel,Silver,0,18,8777.777777777777,MERCEDES-BENZ_E 320
7527,,TOYOTA,Caldina,2005,Sedan,0,CNG,2.0,111111,4,Automatic,4x4,4,Right-hand drive,White,6,20,5555.55,TOYOTA_Caldina
16935,1249.0,TOYOTA,Camry,2017,Sedan,1,Petrol,2.5,127955,4,Automatic,Front,4,Left wheel,Blue,12,8,15994.375,TOYOTA_Camry
13799,1017.0,HYUNDAI,Sonata,2017,Jeep,1,LPG,2.0,342961,4,Automatic,Front,4,Left wheel,Orange,4,8,42870.125,HYUNDAI_Sonata
52059,1363.0,LEXUS,GX 460,2012,Jeep,1,Petrol,4.6,229334,8,Automatic,4x4,4,Left wheel,Black,0,13,17641.076923076922,LEXUS_GX 460
784,394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,102397,4,Automatic,Front,4,Left wheel,Black,12,11,9308.818181818182,TOYOTA_Camry
3136,781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,2.5,159379,4,Automatic,Front,4,Left wheel,White,12,13,12259.923076923076,TOYOTA_Camry
1000,,MERCEDES-BENZ,GLS 63 AMG,2014,Sedan,1,Petrol,6.3,748742,1,Manual,Front,2,Left wheel,Black,12,11,68067.45454545454,MERCEDES-BENZ_GLS 63 AMG
706,574.0,HONDA,Insight,2010,Hatchback,1,Hybrid,1.3,210758,4,Automatic,Front,4,Left wheel,Silver,0,15,14050.533333333333,HONDA_Insight
1646,1058.0,MERCEDES-BENZ,E 350,2012,Sedan,1,Diesel,3.5,240987,6,Automatic,4x4,4,Left wheel,Black,12,13,18537.46153846154,MERCEDES-BENZ_E 350
9408,,HONDA,Accord,2008,Sedan,1,LPG,2.4,130000,4,Tiptronic,Rear,4,Left wheel,Black,10,17,7647.058823529412,HONDA_Accord
5018,1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,3.5,167222,6,Automatic,4x4,4,Left wheel,Black,12,15,11148.133333333333,LEXUS_RX 450
15053,1347.0,HYUNDAI,H1,2008,Minivan,1,Diesel,2.5,63984,4,Automatic,Front,4,Left wheel,Silver,4,17,3763.764705882353,HYUNDAI_H1
11886,583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,113660,4,Automatic,Front,4,Left wheel,Grey,4,14,8118.571428571428,HYUNDAI_Elantra
18660,,HYUNDAI,Sonata,2013,Sedan,1,Petrol,2.4,130000,4,Tiptronic,Front,4,Left wheel,Black,6,12,10833.333333333334,HYUNDAI_Sonata
18817,,BMW,550,2006,Sedan,1,Petrol,4.8,111111,8,Tiptronic,Rear,5,Left wheel,White,5,19,5847.9473684210525,BMW_550
470,645.0,LEXUS,CT 200h,2011,Hatchback,1,Hybrid,1.8,32974,4,Automatic,Front,4,Left wheel,Silver,0,14,2355.285714285714,LEXUS_CT 200h
14740,,HONDA,Civic,2008,Sedan,0,Petrol,2.0,154000,4,Manual,Front,4,Left wheel,Black,6,17,9058.823529411764,HONDA_Civic
31361,,MERCEDES-BENZ,Sprinter 315CDI-XL,2009,Microbus,1,Diesel,2.2,180000,4,Manual,Rear,4,Left wheel,Black,2,16,11250.0,MERCEDES-BENZ_Sprinter 315CDI-XL
43905,,BMW,X5,2011,Jeep,1,Diesel,3.0,263000,6,Tiptronic,4x4,4,Left wheel,Black,12,14,18785.714285714286,BMW_X5
38016,1249.0,HYUNDAI,H1,2017,Universal,1,Diesel,2.5,100900,4,Automatic,Front,4,Left wheel,Silver,4,8,12612.5,HYUNDAI_H1
18189,645.0,LEXUS,CT 200h,2011,Hatchback,1,Hybrid,1.8,200000,4,Variator,Front,4,Left wheel,Brown,12,14,14285.714285714286,LEXUS_CT 200h
20237,862.0,HYUNDAI,H1,2011,Universal,1,Diesel,2.5,247791,4,Automatic,Front,4,Left wheel,Grey,4,14,17699.35714285714,HYUNDAI_H1
5018,779.0,TOYOTA,Camry,2013,Sedan,1,Hybrid,2.5,190549,4,Automatic,Front,4,Left wheel,Black,12,12,15879.083333333334,TOYOTA_Camry
12858,586.0,TOYOTA,Prius,2012,Hatchback,0,Hybrid,1.8,160913,4,Tiptronic,Front,4,Left wheel,Silver,12,13,12377.923076923076,TOYOTA_Prius
40769,1058.0,LEXUS,RX 350,2012,Jeep,1,Petrol,3.5,140000,6,Tiptronic,4x4,4,Left wheel,Silver,0,13,10769.23076923077,LEXUS_RX 350
17249,1024.0,FORD,Escape,2010,Jeep,0,Hybrid,2.5,140000,4,Automatic,4x4,4,Left wheel,White,0,15,9333.333333333334,FORD_Escape
27065,707.0,HYUNDAI,Tucson,2011,Jeep,1,Diesel,2.0,137000,4,Automatic,Front,4,Left wheel,Grey,4,14,9785.714285714286,HYUNDAI_Tucson
63,,HONDA,FIT,2003,Hatchback,0,LPG,1.5,220000,4,Variator,Front,4,Right-hand drive,Black,4,22,10000.0,HONDA_FIT
12544,1347.0,HYUNDAI,H1,2008,Minivan,1,Diesel,2.5,150891,4,Automatic,Front,4,Left wheel,Silver,4,17,8875.941176470587,HYUNDAI_H1
862,394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,130478,4,Automatic,Front,4,Left wheel,White,12,11,11861.636363636364,TOYOTA_Camry
2274,645.0,LEXUS,CT 200h,2011,Hatchback,1,Hybrid,1.8,32974,4,Automatic,Front,4,Left wheel,Silver,12,14,2355.285714285714,LEXUS_CT 200h
19613,707.0,HYUNDAI,Tucson,2011,Jeep,1,Diesel,2.0,119194,4,Automatic,Front,4,Left wheel,Grey,4,14,8513.857142857143,HYUNDAI_Tucson
21103,650.0,HYUNDAI,Accent,2016,Sedan,1,Petrol,1.4,92000,4,Automatic,Front,4,Left wheel,White,4,9,10222.222222222223,HYUNDAI_Accent
103491,,TOYOTA,Land Cruiser 200,2012,Jeep,1,Diesel,4.5,80000,8,Tiptronic,4x4,4,Left wheel,Grey,12,13,6153.846153846154,TOYOTA_Land Cruiser 200
4077,1282.0,CHEVROLET,Captiva,2007,Jeep,1,Diesel,2.0,59136,4,Automatic,Front,4,Left wheel,Silver,4,18,3285.3333333333335,CHEVROLET_Captiva
14454,583.0,HYUNDAI,I30,2011,Hatchback,1,Petrol,1.6,188244,4,Automatic,Front,4,Left wheel,White,4,14,13446.0,HYUNDAI_I30
9722,,BMW,325,2003,Sedan,0,Petrol,2.5,218000,6,Manual,Rear,4,Left wheel,Black,6,22,9909.09090909091,BMW_325
18503,503.0,TOYOTA,Prius C ჰიბრიდი,2012,Hatchback,0,Hybrid,1.5,110000,4,Automatic,Front,4,Left wheel,Sky blue,12,13,8461.538461538461,TOYOTA_Prius C ჰიბრიდი
54568,1363.0,LEXUS,GX 460,2012,Jeep,1,Petrol,4.6,255406,8,Automatic,4x4,4,Left wheel,Black,0,13,19646.615384615383,LEXUS_GX 460
282,753.0,HYUNDAI,Sonata,2012,Sedan,1,Hybrid,2.4,277614,4,Automatic,Front,4,Left wheel,White,0,13,21354.923076923078,HYUNDAI_Sonata
19089,583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,1.6,77483,4,Automatic,Front,4,Left wheel,Silver,4,14,5534.5,HYUNDAI_Elantra
862,1399.0,TOYOTA,Highlander,2010,Jeep,1,Petrol,3.5,156645,6,Automatic,Front,4,Left wheel,Grey,12,15,10443.0,TOYOTA_Highlander
18817,779.0,TOYOTA,Camry,2013,Sedan,1,LPG,2.5,200000,4,Tiptronic,Front,4,Left wheel,White,6,12,16666.666666666668,TOYOTA_Camry
19444,585.0,TOYOTA,Prius,2013,Hatchback,0,Hybrid,1.8,137265,4,Automatic,Front,4,Left wheel,Blue,0,12,11438.75,TOYOTA_Prius
26296,640.0,CHEVROLET,Malibu,2013,Sedan,1,Petrol,2.0,76631,4,Automatic,Front,4,Left wheel,Black,4,12,6385.916666666667,CHEVROLET_Malibu
39201,,MERCEDES-BENZ,E 350,2012,Sedan,1,Diesel,3.0,222222,6,Tiptronic,Rear,4,Left wheel,Grey,16,13,17094.0,MERCEDES-BENZ_E 350
7527,574.0,HONDA,Insight,2010,Sedan,0,Hybrid,1.3,140000,4,Variator,Front,4,Left wheel,Grey,8,15,9333.333333333334,HONDA_Insight
25,,HONDA,FIT,2006,Hatchback,0,Petrol,1.3,168000,4,Automatic,Front,4,Right-hand drive,White,4,19,8842.105263157895,HONDA_FIT
21012,,TOYOTA,Camry,2011,Sedan,0,Petrol,2.5,154000,4,Tiptronic,Front,4,Left wheel,Red,8,14,11000.0,TOYOTA_Camry
78403,,MERCEDES-BENZ,GLC 300,2018,Sedan,1,Petrol,2.0,25000,6,Tiptronic,Rear,4,Left wheel,Black,12,7,3571.4285714285716,MERCEDES-BENZ_GLC 300
10349,891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,2.0,384607,4,Automatic,Front,4,Left wheel,Orange,4,9,42734.11111111111,HYUNDAI_Sonata
8000,1111.0,TOYOTA,Vitz,2012,Hatchback,0,Petrol,1.3,105000,3,Variator,4x4,4,Right-hand drive,White,2,13,8076.923076923077,TOYOTA_Vitz
9408,1515.0,MERCEDES-BENZ,C 230,2005,Sedan,1,Petrol,1.8,195200,4,Automatic,Rear,4,Left wheel,Blue,8,20,9760.0,MERCEDES-BENZ_C 230
7213,,HONDA,FIT,2006,Sedan,0,Petrol,1.3,280900,4,Tiptronic,Front,4,Right-hand drive,Black,2,19,14784.21052631579,HONDA_FIT
17249,,MERCEDES-BENZ,ML 55 AMG,2002,Jeep,1,Petrol,5.5,24968,8,Tiptronic,4x4,4,Left wheel,Silver,12,23,1085.5652173913043,MERCEDES-BENZ_ML 55 AMG
28225,,TOYOTA,Highlander limited,2010,Jeep,1,Hybrid,3.3,317096,6,Automatic,4x4,4,Left wheel,Black,0,15,21139.733333333334,TOYOTA_Highlander limited
706,394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,2.5,115312,4,Automatic,Front,4,Left wheel,Grey,12,11,10482.90909090909,TOYOTA_Camry
706,751.0,HYUNDAI,Sonata,2013,Sedan,1,Petrol,2.4,48226,4,Automatic,Front,4,Left wheel,Red,12,12,4018.8333333333335,HYUNDAI_Sonata
10192,,BMW,325,2004,Coupe,1,Petrol,2.5,142000,6,Manual,Rear,2,Left wheel,Black,6,21,6761.9047619047615,BMW_325
26657,765.0,BMW,528,2015,Sedan,1,Petrol,2.0,116691,4,Automatic,4x4,4,Left wheel,Black,0,10,11669.1,BMW_528
12701,917.0,BMW,535,2013,Sedan,1,Hybrid,3.0,195941,6,Automatic,Rear,4,Left wheel,Black,12,12,16328.416666666666,BMW_535
17562,,FORD,Escape,2007,Jeep,0,Hybrid,2.3,170000,4,Automatic,4x4,4,Left wheel,Sky blue,12,18,9444.444444444445,FORD_Escape
67690,1053.0,TOYOTA,Highlander,2014,Jeep,1,Petrol,3.5,115000,6,Tiptronic,4x4,4,Left wheel,White,12,11,10454.545454545454,TOYOTA_Highlander
10036,639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,2.0,735970,4,Automatic,Front,4,Left wheel,Silver,4,11,66906.36363636363,HYUNDAI_Sonata
32302,1604.0,MERCEDES-BENZ,E 350,2014,Sedan,1,Petrol,5.5,101424,8,Automatic,4x4,4,Left wheel,Grey,12,11,9220.363636363636,MERCEDES-BENZ_E 350
6272,,HONDA,Civic,2003,Sedan,0,Petrol,1.5,2400,6,Automatic,Front,4,Right-hand drive,Grey,4,22,109.0909090909091,HONDA_Civic
42965,1356.0,MERCEDES-BENZ,GL 450,2014,Jeep,1,Petrol,4.6,201634,8,Automatic,4x4,4,Left wheel,Silver,12,11,18330.363636363636,MERCEDES-BENZ_GL 450
11604,,MERCEDES-BENZ,GL 500,2005,Sedan,1,Petrol,5.0,0,8,Tiptronic,Rear,4,Left wheel,Black,8,20,0.0,MERCEDES-BENZ_GL 500
17249,584.0,HYUNDAI,Elantra,2014,Sedan,0,Petrol,1.8,133502,4,Automatic,Front,4,Left wheel,Blue,0,11,12136.545454545454,HYUNDAI_Elantra
10976,1266.0,HONDA,FIT GP-6,2014,Hatchback,0,Hybrid,1.5,128000,4,Automatic,4x4,4,Right-hand drive,Silver,4,11,11636.363636363636,HONDA_FIT GP-6
47217,1249.0,HYUNDAI,H1,2017,Universal,1,Diesel,2.5,39071,4,Automatic,Front,4,Left wheel,Silver,4,8,4883.875,HYUNDAI_H1
18817,,BMW,530 525i,2006,Sedan,1,Petrol,3.0,190000,6,Automatic,Rear,4,Left wheel,Black,12,19,10000.0,BMW_530 525i
10036,,BMW,320,2000,Sedan,0,Petrol,2.2,200000,6,Tiptronic,Rear,4,Left wheel,Silver,6,25,8000.0,BMW_320
12544,586.0,CHEVROLET,Sonic,2012,Hatchback,0,Petrol,1.8,130000,4,Manual,Front,4,Left wheel,Orange,10,13,10000.0,CHEVROLET_Sonic
3450,831.0,HYUNDAI,Sonata,2011,Sedan,1,Hybrid,2.4,224349,4,Automatic,Front,4,Left wheel,Grey,0,14,16024.92857142857,HYUNDAI_Sonata
16900,1141.0,HONDA,Element,2009,Universal,0,Petrol,2.4,150000,4,Automatic,4x4,4,Left wheel,Silver,8,16,9375.0,HONDA_Element
3763,,MERCEDES-BENZ,200,1998,Universal,0,Petrol,2.0,200000,4,Manual,Rear,4,Left wheel,Black,2,27,7407.407407407408,MERCEDES-BENZ_200
42337,1079.0,TOYOTA,CHR,2018,Jeep,0,Petrol,2.0,9280,4,Automatic,Front,4,Left wheel,Black,8,7,1325.7142857142858,TOYOTA_CHR
2666,431.0,FORD,Fusion,2016,Sedan,1,Hybrid,2.0,194974,4,Automatic,Front,4,Left wheel,Black,0,9,21663.777777777777,FORD_Fusion
3136,781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,2.5,159379,4,Automatic,Front,4,Left wheel,White,12,13,12259.923076923076,TOYOTA_Camry
36899,1091.0,HYUNDAI,H1,2016,Minivan,1,Diesel,2.5,90132,4,Automatic,Front,4,Left wheel,Silver,4,9,10014.666666666666,HYUNDAI_H1
47217,765.0,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,2.0,110000,4,Automatic,Front,4,Left wheel,Grey,4,10,11000.0,HYUNDAI_Santa FE
27356,528.0,HYUNDAI,Elantra,2014,Sedan,1,Diesel,1.6,90000,4,Automatic,Front,4,Left wheel,Black,4,11,8181.818181818182,HYUNDAI_Elantra
3293,891.0,LEXUS,RC F,2016,Coupe,1,Petrol,2.0,66776,4,Automatic,Rear,2,Left wheel,White,12,9,7419.555555555556,LEXUS_RC F
14831,382.0,TOYOTA,Aqua,2017,Hatchback,1,Hybrid,1.5,154629,4,Automatic,Front,4,Left wheel,White,4,8,19328.625,TOYOTA_Aqua
15988,447.0,HONDA,FIT,2013,Hatchback,1,Petrol,1.3,88830,4,Automatic,Front,4,Left wheel,Black,4,12,7402.5,HONDA_FIT
12544,,BMW,320,2003,Sedan,0,Petrol,2.0,134000,4,Tiptronic,Rear,4,Left wheel,Red,6,22,6090.909090909091,BMW_320
119009,1342.0,FORD,F150,2017,Sedan,1,Petrol,2.7,22519,4,Automatic,Front,4,Left wheel,White,4,8,2814.875,FORD_F150
470,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,3.5,229904,6,Automatic,4x4,4,Left wheel,Black,12,15,15326.933333333332,MERCEDES-BENZ_E 350
21012,,TOYOTA,Camry sport,2012,Sedan,0,Petrol,2.5,12000,4,Tiptronic,Front,4,Left wheel,Black,8,13,923.0769230769231,TOYOTA_Camry sport
26030,,CHEVROLET,Volt,2014,Sedan,1,Plug-in Hybrid,1.4,93000,4,Automatic,Front,4,Left wheel,White,10,11,8454.545454545454,CHEVROLET_Volt
45,,TOYOTA,Prius,2012,Hatchback,0,Hybrid,1.8,100000,4,Automatic,Front,4,Left wheel,White,12,13,7692.307692307692,TOYOTA_Prius
28225,934.0,TOYOTA,RAV 4,2015,Jeep,1,Petrol,2.5,89786,4,Automatic,4x4,4,Left wheel,Silver,0,10,8978.6,TOYOTA_RAV 4
7527,,MERCEDES-BENZ,C 200,1996,Sedan,0,Petrol,2.0,150000,4,Manual,Rear,4,Left wheel,Blue,2,29,5172.413793103448,MERCEDES-BENZ_C 200
10000,1268.0,HONDA,Insight,2012,Hatchback,0,Hybrid,1.5,102000,4,Automatic,Front,4,Right-hand drive,Silver,8,13,7846.153846153846,HONDA_Insight
27654,528.0,HYUNDAI,Elantra,2014,Sedan,1,Petrol,1.6,86000,4,Automatic,Front,4,Left wheel,White,4,11,7818.181818181818,HYUNDAI_Elantra
1568,781.0,CHEVROLET,Cruze,2018,Sedan,1,Petrol,1.4,95219,4,Automatic,Front,4,Left wheel,Black,12,7,13602.714285714286,CHEVROLET_Cruze
77148,,MERCEDES-BENZ,GLA 200,2017,Jeep,0,Petrol,2.0,9000,4,Automatic,4x4,4,Left wheel,White,6,8,1125.0,MERCEDES-BENZ_GLA 200
9095,1529.0,BMW,318,1995,Coupe,1,Petrol,1.8,61000,4,Manual,Rear,2,Left wheel,Black,2,30,2033.3333333333333,BMW_318
30906,503.0,TOYOTA,Aqua,2012,Hatchback,1,Petrol,1.5,41620,4,Automatic,Front,4,Left wheel,Yellow,4,13,3201.5384615384614,TOYOTA_Aqua
21012,,TOYOTA,RAV 4,2012,Jeep,0,Diesel,2.2,285000,4,Manual,Front,4,Left wheel,White,6,13,21923.076923076922,TOYOTA_RAV 4
40,,TOYOTA,Land Cruiser Prado,2008,Jeep,1,LPG,4.7,150000,8,Automatic,4x4,4,Left wheel,Grey,0,17,8823.529411764706,TOYOTA_Land Cruiser Prado
9722,702.0,CHEVROLET,Aveo,2009,Hatchback,0,Petrol,1.4,99500,4,Manual,Front,4,Left wheel,Black,8,16,6218.75,CHEVROLET_Aveo
29166,,MERCEDES-BENZ,E 220,2009,Sedan,1,Diesel,2.2,198000,4,Automatic,Rear,4,Left wheel,Black,8,16,12375.0,MERCEDES-BENZ_E 220
36968,777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,2.5,139905,4,Automatic,Front,4,Left wheel,Silver,4,11,12718.636363636364,HYUNDAI_H1
6586,1055.0,TOYOTA,Highlander,2013,Jeep,1,Petrol,3.5,214480,6,Automatic,Front,4,Left wheel,White,12,12,17873.333333333332,TOYOTA_Highlander
16935,,HONDA,Insight,2011,Sedan,1,Hybrid,1.3,155000,4,Variator,Front,4,Left wheel,Red,8,14,11071.42857142857,HONDA_Insight
34497,,LEXUS,IS 350 C,2011,Cabriolet,1,Petrol,3.5,144000,6,Tiptronic,Rear,2,Left wheel,Black,8,14,10285.714285714286,LEXUS_IS 350 C
65858,,TOYOTA,Avalon,2017,Sedan,1,Hybrid,2.5,36800,4,Tiptronic,Front,4,Left wheel,Black,12,8,4600.0,TOYOTA_Avalon
21395,629.0,CHEVROLET,Orlando,2015,Jeep,1,Diesel,1.6,138541,4,Automatic,Front,4,Left wheel,Silver,4,10,13854.1,CHEVROLET_Orlando
7213,1282.0,CHEVROLET,Captiva,2007,Jeep,1,Diesel,2.0,71294,4,Automatic,Front,4,Left wheel,White,4,18,3960.777777777778,CHEVROLET_Captiva
13172,,MERCEDES-BENZ,B 200 Turbo,2006,Hatchback,1,Petrol,2.0,161000,4,Variator,Front,4,Left wheel,Silver,8,19,8473.684210526315,MERCEDES-BENZ_B 200 Turbo
19130,,FORD,Fiesta,2018,Hatchback,0,Petrol,1.6,12800,4,Automatic,Front,4,Left wheel,Blue,4,7,1828.5714285714287,FORD_Fiesta
9722,761.0,TOYOTA,Prius,2010,Sedan,0,Hybrid,1.8,260000,4,Automatic,Front,4,Left wheel,Silver,6,15,17333.333333333332,TOYOTA_Prius
13987,640.0,CHEVROLET,Cruze,2013,Sedan,1,Diesel,2.0,184124,4,Automatic,Front,4,Left wheel,Black,4,12,15343.666666666666,CHEVROLET_Cruze
26657,,TOYOTA,RAV 4,2012,Jeep,0,Petrol,2.5,198400,4,Automatic,4x4,4,Left wheel,Green,10,13,15261.538461538461,TOYOTA_RAV 4
7840,707.0,HYUNDAI,Sonata,2011,Sedan,1,LPG,2.0,75507,4,Automatic,Front,4,Left wheel,Silver,4,14,5393.357142857143,HYUNDAI_Sonata
862,1360.0,MERCEDES-BENZ,GL 450,2013,Jeep,1,Petrol,4.6,119635,8,Automatic,4x4,4,Left wheel,Silver,12,12,9969.583333333334,MERCEDES-BENZ_GL 450
6115,,MERCEDES-BENZ,CLK 200 kompresor,1999,Sedan,1,Petrol,2.0,254000,4,Manual,Rear,4,Left wheel,Silver,6,26,9769.23076923077,MERCEDES-BENZ_CLK 200 kompresor
627,1750.0,TOYOTA,Highlander,2008,Sedan,1,Hybrid,3.3,277405,6,Automatic,4x4,4,Left wheel,Grey,12,17,16317.941176470587,TOYOTA_Highlander
38574,,BMW,M5,2006,Sedan,1,Petrol,5.0,70000,10,Tiptronic,Rear,4,Left wheel,Black,12,19,3684.2105263157896,BMW_M5
9565,978.0,TOYOTA,Corolla,2019,Sedan,1,Petrol,1.8,6032,4,Automatic,Front,4,Left wheel,Blue,12,6,1005.3333333333334,TOYOTA_Corolla
68994,,MERCEDES-BENZ,ML 350,2012,Jeep,1,Diesel,3.0,123000,6,Tiptronic,4x4,4,Left wheel,Black,12,13,9461.538461538461,MERCEDES-BENZ_ML 350
19914,431.0,HYUNDAI,Sonata,2016,Sedan,1,Hybrid,2.0,251768,4,Automatic,Front,4,Left wheel,White,4,9,27974.222222222223,HYUNDAI_Sonata
8467,,HONDA,Civic,2004,Hatchback,0,LPG,1.7,150000,4,Variator,Front,4,Right-hand drive,Golden,4,21,7142.857142857143,HONDA_Civic
